Datetime_UTC,Datetime_local,Lat_N,Lon_E,Site_description,Depth,Temperature,Salinity,TA,DIC,Nitrate,Ammonium,Ammonium_flag,Phosphate,Silicate,pH
2012-06-06T18:44Z,2012-06-07T07:44,-2.818,-171.727,Kanton; Ocean,1,28.52,35.42,2342.1,2015.6,3.553,1.232,1,0.358,1.702,
2012-06-06T18:44Z,2012-06-07T07:44,-2.818,-171.727,Kanton; Ocean,8,28.77,35.49,2339.3,2027.0,3.226,0.655,1,0.339,1.745,
2012-06-06T19:05Z,2012-06-07T08:05,-2.813,-171.720,Kanton; Ocean,1,30.22,35.44,2343.3,2020.3,3.426,0.480,1,0.259,1.786,
2012-06-06T19:15Z,2012-06-07T08:15,-2.812,-171.715,Kanton; Channel,1,27.97,35.45,2339.9,2015.1,3.377,0.283,1,0.170,1.749,
2012-06-06T19:24Z,2012-06-07T08:24,-2.812,-171.715,Kanton; Channel,8,29.21,35.45,2344.9,2025.5,3.307,0.155,1,0.392,1.718,
2012-06-06T19:57Z,2012-06-07T08:57,-2.805,-171.707,Kanton; Channel,1,28.15,35.48,2336.8,2018.4,3.387,0.276,1,0.249,1.770,
2012-06-06T20:08Z,2012-06-07T09:08,-2.805,-171.707,Kanton; Channel,4,28.79,35.54,2334.1,2012.4,2.799,0.818,1,0.165,1.504,
2012-06-06T20:48Z,2012-06-07T09:48,-2.810,-171.706,Kanton; Lagoon,1,28.96,37.03,2283.0,1946.7,0.110,0.369,1,0.030,2.232,
2012-06-06T20:54Z,2012-06-07T09:54,-2.810,-171.706,Kanton; Lagoon,8,29.07,37.63,2268.2,1940.5,0.161,0.200,1,0.047,2.427,
2012-06-06T21:32Z,2012-06-07T10:32,-2.828,-171.664,Kanton; Lagoon,1,28.79,38.11,2260.8,1912.7,,0.297,1,0.031,2.500,
2012-06-06T21:39Z,2012-06-07T10:39,-2.828,-171.664,Kanton; Lagoon,8,29.09,38.07,2260.6,1913.1,0.085,0.831,1,0.043,2.557,
2012-06-06T22:11Z,2012-06-07T11:11,-2.846,-171.639,Kanton; Lagoon,1,28.92,38.56,2248.3,1882.8,,0.091,1,0.028,2.606,
2012-06-06T22:30Z,2012-06-07T11:30,-2.860,-171.621,Kanton; Lagoon,1,28.00,38.65,2247.3,1872.5,,0.034,1,0.026,2.645,
2012-06-07T00:45Z,2012-06-07T13:45,-2.846,-171.639,Kanton; Lagoon,1,29.46,38.56,2230.0,1891.1,,0.034,1,0.025,2.634,
2012-06-07T00:59Z,2012-06-07T13:59,-2.828,-171.664,Kanton; Lagoon,1,31.89,38.45,2255.4,1895.0,,0.144,1,0.025,2.577,
2012-06-07T01:04Z,2012-06-07T14:04,-2.828,-171.664,Kanton; Lagoon,8,29.71,38.28,2259.7,1899.7,,0.034,1,0.025,2.774,
2012-06-07T01:19Z,2012-06-07T14:19,-2.810,-171.706,Kanton; Lagoon,1,30.34,37.74,2263.1,1921.8,,0.248,1,0.038,2.574,
2012-06-07T01:25Z,2012-06-07T14:25,-2.810,-171.706,Kanton; Lagoon,8,29.49,37.81,2263.9,1935.9,0.400,0.273,1,0.051,2.627,
2012-06-07T01:45Z,2012-06-07T14:45,-2.805,-171.707,Kanton; Channel,1,29.49,35.75,2312.2,1989.9,2.721,0.302,1,0.052,1.847,
2012-06-07T02:01Z,2012-06-07T15:01,-2.812,-171.715,Kanton; Channel,1,30.52,35.80,2313.3,1975.4,2.900,0.292,1,0.111,1.825,
2012-06-07T02:09Z,2012-06-07T15:09,-2.813,-171.720,Kanton; Ocean,1,29.61,35.47,2340.4,2006.7,2.968,0.265,1,0.220,1.905,
2012-06-07T02:14Z,2012-06-07T15:14,-2.813,-171.720,Kanton; Ocean,8,28.84,35.64,2341.1,2009.3,2.839,0.356,1,0.369,1.834,
2012-06-07T02:22Z,2012-06-07T15:22,-2.818,-171.727,Kanton; Ocean,1,28.67,35.43,2339.8,2012.4,2.841,0.110,1,0.206,1.915,
2012-06-07T02:27Z,2012-06-07T15:27,-2.818,-171.727,Kanton; Ocean,8,28.77,35.42,2339.3,2007.2,2.775,,2,0.415,1.903,
2012-06-09T18:45Z,2012-06-10T07:45,-2.860,-171.621,Kanton; Lagoon,1,29.44,38.96,2253.1,1892.5,0.042,0.984,1,0.160,2.720,
2012-06-09T19:00Z,2012-06-10T08:00,-2.846,-171.639,Kanton; Lagoon,1,27.70,38.52,2253.7,1887.4,,0.312,1,0.034,2.717,
2012-06-09T19:14Z,2012-06-10T08:14,-2.828,-171.664,Kanton; Lagoon,1,28.00,38.04,2259.5,1919.4,,0.902,1,0.079,2.731,
2012-06-09T19:20Z,2012-06-10T08:20,-2.828,-171.664,Kanton; Lagoon,8,28.96,38.12,2257.4,1903.5,,0.480,1,0.038,2.635,
2012-06-09T19:34Z,2012-06-10T08:34,-2.810,-171.706,Kanton; Lagoon,1,30.17,37.09,2276.5,1934.8,,0.649,1,0.042,2.353,
2012-06-09T19:40Z,2012-06-10T08:40,-2.810,-171.706,Kanton; Lagoon,8,28.99,37.53,2269.3,1920.7,,0.312,1,0.042,2.546,
2012-06-09T19:58Z,2012-06-10T08:58,-2.805,-171.707,Kanton; Channel,1,29.02,35.51,2338.8,2010.3,3.403,1.154,1,0.303,1.726,
2012-06-09T20:04Z,2012-06-10T09:04,-2.805,-171.707,Kanton; Channel,8,28.89,35.63,2336.4,2011.3,3.372,0.744,1,0.246,1.740,
2012-06-09T20:13Z,2012-06-10T09:13,-2.812,-171.715,Kanton; Channel,1,27.88,35.48,2340.7,2015.6,3.437,0.589,1,0.294,1.792,
2012-06-09T20:18Z,2012-06-10T09:18,-2.812,-171.715,Kanton; Channel,8,28.94,35.51,2340.0,2008.6,3.321,0.997,1,0.344,1.739,
2012-06-09T20:28Z,2012-06-10T09:28,-2.813,-171.720,Kanton; Ocean,1,28.42,35.59,2339.9,2007.9,3.146,0.569,1,0.334,1.663,
2012-06-09T20:34Z,2012-06-10T09:34,-2.813,-171.720,Kanton; Ocean,8,28.87,35.50,2339.6,2008.6,3.300,0.479,1,0.390,1.757,
2012-06-09T20:42Z,2012-06-10T09:42,-2.818,-171.727,Kanton; Ocean,1,28.22,35.47,2340.5,2008.1,3.279,0.431,1,0.368,1.736,
2012-06-09T20:47Z,2012-06-10T09:47,-2.818,-171.727,Kanton; Ocean,8,28.84,35.84,2344.2,2008.7,3.290,0.673,1,0.263,1.764,
2012-06-10T18:52Z,2012-06-11T07:52,-3.118,-171.093,Enderbury; Ocean,1,27.70,36.10,2334.4,2017.8,,,,,,
2012-06-10T18:59Z,2012-06-11T07:59,-3.118,-171.093,Enderbury; Ocean,8,28.72,35.90,2338.8,2011.3,,,,,,
2012-06-10T19:18Z,2012-06-11T08:18,-3.105,-171.092,Enderbury; Ocean,1,28.52,36.12,2338.8,2015.4,,,,,,
2012-06-10T19:18Z,2012-06-11T08:18,-3.105,-171.092,Enderbury; Ocean,8,28.84,35.76,2336.9,2008.1,,,,,,
2012-06-10T19:39Z,2012-06-11T08:39,-3.142,-171.093,Enderbury; Ocean,1,28.20,35.90,2344.1,2005.3,,,,,,
2012-06-10T19:44Z,2012-06-11T08:44,-3.142,-171.093,Enderbury; Ocean,8,28.92,35.62,2338.7,2005.7,,,,,,
2012-06-11T00:20Z,2012-06-11T13:20,-3.118,-171.093,Enderbury; Ocean,1,29.34,35.47,2338.3,2003.8,,,,,,
2012-06-11T00:30Z,2012-06-11T13:30,-3.118,-171.093,Enderbury; Ocean,8,28.87,35.49,2337.1,2001.6,,,,,,
2012-06-11T02:28Z,2012-06-11T15:28,-3.126,-171.079,Enderbury; Ocean,1,29.44,35.57,2341.8,1981.3,,,,,,
2012-06-11T02:34Z,2012-06-11T15:34,-3.126,-171.079,Enderbury; Ocean,8,29.39,35.50,2344.0,2001.5,,,,,,
2012-06-11T04:04Z,2012-06-11T17:04,-3.118,-171.093,Enderbury; Ocean,1,27.19,35.45,2336.5,2001.6,,,,,,
2012-06-11T04:08Z,2012-06-11T17:08,-3.118,-171.093,Enderbury; Ocean,8,28.77,35.46,2340.0,2012.8,,,,,,
2012-06-12T19:04Z,2012-06-13T08:04,-3.118,-171.093,Enderbury; Ocean,1,29.79,35.48,2339.2,2006.9,,,,,,
2012-06-12T19:11Z,2012-06-13T08:11,-3.118,-171.093,Enderbury; Ocean,8,29.09,35.49,2338.7,2011.1,,,,,,
2012-06-12T21:59Z,2012-06-13T10:59,-3.118,-171.093,Enderbury; Ocean,1,28.32,35.46,2332.4,1994.8,,,,,,
2012-06-12T22:05Z,2012-06-13T11:05,-3.118,-171.093,Enderbury; Ocean,8,28.74,35.46,2340.0,2005.7,,,,,,
2012-06-13T03:14Z,2012-06-13T16:14,-3.118,-171.093,Enderbury; Ocean,1,28.17,35.47,2337.8,2007.0,,,,,,
2012-06-13T03:19Z,2012-06-13T16:19,-3.118,-171.093,Enderbury; Ocean,8,28.89,35.48,2340.7,2009.3,,,,,,
2012-06-13T18:29Z,2012-06-14T07:29,-3.722,-170.717,Rawaki; Ocean,1,29.02,35.49,2337.7,2011.0,,,,,,
2012-06-13T18:35Z,2012-06-14T07:35,-3.722,-170.717,Rawaki; Ocean,8,29.14,35.49,2342.5,2021.0,,,,,,
2012-06-13T21:18Z,2012-06-14T10:18,-3.720,-170.718,Rawaki; Ocean,1,28.39,35.49,2338.3,2008.9,,,,,,
2012-06-13T21:25Z,2012-06-14T10:25,-3.720,-170.718,Rawaki; Ocean,8,29.07,35.48,2338.3,2015.8,,,,,,
2012-06-14T00:37Z,2012-06-14T13:37,-3.722,-170.717,Rawaki; Ocean,1,28.25,35.56,2334.0,1994.1,,,,,,
2012-06-14T00:42Z,2012-06-14T13:42,-3.722,-170.717,Rawaki; Ocean,8,29.11,35.57,2344.8,2011.2,,,,,,
2012-06-14T02:14Z,2012-06-14T15:14,-3.727,-170.708,Rawaki; Ocean,1,29.07,35.48,2332.8,1999.3,,,,,,
2012-06-14T02:21Z,2012-06-14T15:21,-3.727,-170.708,Rawaki; Ocean,8,29.14,35.48,2340.3,2005.6,,,,,,
2012-06-14T02:33Z,2012-06-14T15:33,-3.725,-170.716,Rawaki; Ocean,1,27.04,35.46,2328.8,1988.1,,,,,,
2012-06-14T02:40Z,2012-06-14T15:40,-3.725,-170.716,Rawaki; Ocean,8,29.09,35.50,2340.5,2008.4,,,,,,
2012-06-16T18:50Z,2012-06-17T07:50,-4.677,-174.540,Nikumaroro; Ocean,1,27.38,35.53,2343.7,2004.2,,,,,,
2012-06-16T18:56Z,2012-06-17T07:56,-4.677,-174.540,Nikumaroro; Ocean,8,29.19,35.56,2343.8,2001.1,,,,,,
2012-06-16T19:07Z,2012-06-17T08:07,-4.679,-174.545,Nikumaroro; Ocean,1,29.14,35.55,2339.8,1998.6,,,,,,
2012-06-16T19:13Z,2012-06-17T08:13,-4.679,-174.545,Nikumaroro; Ocean,8,29.74,35.61,2344.1,2012.8,,,,,,
2012-06-17T00:36Z,2012-06-17T13:36,-4.679,-174.545,Nikumaroro; Ocean,1,28.54,35.52,2341.3,1990.9,,,,,,
2012-06-17T00:42Z,2012-06-17T13:42,-4.679,-174.545,Nikumaroro; Ocean,8,29.66,35.53,2341.0,1993.6,,,,,,
2012-06-17T00:52Z,2012-06-17T13:52,-4.677,-174.540,Nikumaroro; Ocean,1,31.31,35.54,2340.6,1980.0,,,,,,
2012-06-17T00:56Z,2012-06-17T13:56,-4.677,-174.540,Nikumaroro; Ocean,8,29.77,35.54,2338.9,1987.3,,,,,,
2012-06-17T01:13Z,2012-06-17T14:13,-4.650,-174.543,Nikumaroro; Ocean,1,29.64,35.58,2338.1,1995.8,,,,,,
2012-06-17T01:18Z,2012-06-17T14:18,-4.650,-174.543,Nikumaroro; Ocean,8,29.54,35.52,2338.4,1992.8,,,,,,
2012-06-16T16:30Z,2012-06-17T05:30,-4.668,-174.535,Nikumaroro; Ocean,1,29.09,35.94,2282.1,1899.5,,,,,,
2012-06-16T16:45Z,2012-06-17T05:45,-4.669,-174.539,Nikumaroro; Ocean,1,29.29,35.52,2306.1,1947.9,,,,,,
2012-06-17T19:19Z,2012-06-18T08:19,-4.667,-174.518,Nikumaroro; Ocean,1,30.02,35.51,2341.2,1999.5,,,,,,
2012-06-17T19:26Z,2012-06-18T08:26,-4.667,-174.518,Nikumaroro; Ocean,8,29.27,35.55,2338.7,1997.0,,,,,,
2012-06-17T20:37Z,2012-06-18T09:37,-4.667,-174.518,Nikumaroro; Ocean,1,29.59,35.51,2337.4,2003.1,,,,,,
